title,theme,status,workDate,endWorkDate,pubDate,mediumURL,liPubDate,linkedinURL,canonicalSite,blogURL,blogPath,cartoon,chatDate,draftPath,notes,altText,caption
The Solo Founder Paradox,insight,published,2026-02-01,2026-02-28,2026-06-14,https://medium.com/building-piper-morgan/the-solo-founder-paradox-407550f35483,2026-06-14,https://www.linkedin.com/pulse/solo-founder-paradox-christian-crumlish-zjy1c/,distributed,https://pipermorgan.ai/blog/the-solo-founder-paradox,/blog/the-solo-founder-paradox,ai-court,,docs/public/comms/drafts/published/the-solo-founder-paradox.md,February insight backlog — execution exceeds judgment capacity,,
Weekly Ship #037: New Ground,ship,published,2026-03-27,2026-04-02,2026-04-08,,2026-04-08,https://www.linkedin.com/pulse/weekly-ship-037-new-ground-christian-crumlish-0kycc/,,https://pipermorgan.ai/shipping-news/weekly-ship-037-new-ground,/shipping-news/weekly-ship-037-new-ground,piper-ship,,,,,
"Weekly Ship #034: Measure First, Then Act",ship,published,2026-03-13,2026-03-19,2026-03-18,,2026-03-18,https://www.linkedin.com/pulse/weekly-ship-034-measure-first-act-christian-crumlish-nn7cc/,,,,piper-ship,,docs/public/comms/drafts/superseded/weekly-ship-034-draft.md,,,
"Four Roles, Ninety Minutes",building,published,2026-03-23,,2026-04-21,https://medium.com/building-piper-morgan/four-roles-ninety-minutes-db20f064a9cb,,,distributed,https://pipermorgan.ai/blog/four-roles-ninety-minutes,/blog/four-roles-ninety-minutes,,,,narrative — #717 product concept via 4-role coordination chain,"Four roles working separately in a small office diagram, sending memos back and forth while a lead developer assembles a design document.","""No meeting? How will we interrupt each other?"""
The Migration,building,published,2026-03-28,2026-03-30,2026-04-16,https://medium.com/building-piper-morgan/the-migration-d4eff2c23e53,,,distributed,https://pipermorgan.ai/blog/the-migration,/blog/the-migration,ai-migration,,docs/public/comms/drafts/published/the-migration.md,narrative — service disruption recovery + 18-session infrastructure migration,A human guides a line of small AI helpers carrying boxes from a cluttered room into a clean one through a central doorway.,Time to unpack!
The Gate,building,published,2026-04-03,2026-04-07,2026-04-24,https://medium.com/building-piper-morgan/the-gate-bde40a7e53ac,,,distributed,https://pipermorgan.ai/blog/the-gate,/blog/the-gate,,,docs/public/comms/drafts/published/the-gate.md,narrative — M1 UAT rounds 1-2 (0/7 then 0/9),"A path of varied inputs is diverted before reaching a large gate, emerging instead as identical gray boxes while a person looks on in confusion.","""Wait, what?"""
The Deeper Why,building,published,2026-04-07,2026-04-08,2026-04-28,https://medium.com/building-piper-morgan/the-deeper-why-b06b19abddf0,,,distributed,https://pipermorgan.ai/blog/the-deeper-why,/blog/the-deeper-why,,,docs/public/comms/drafts/published/the-deeper-why.md,narrative — Five Whys investigation + strategic pivot (methodology > code),Hand-drawn cutaway of a backyard pool: people enjoy calm clear water above while below an overly complex maze of pipes and labeled systems shows unnecessary engineering beneath a simple working experience.,"""The water's fine!"""
The Floor Comes Alive,building,published,2026-04-08,2026-04-10,2026-04-30,https://medium.com/building-piper-morgan/the-floor-comes-alive-81b9d854fd54,,,distributed,https://pipermorgan.ai/blog/the-floor-comes-alive,/blog/the-floor-comes-alive,,,,narrative — M1 UAT rounds 3-4 breakthrough (5/9 then 7/9),"Person kneels on a smooth tiled floor as a small crack reveals a softly glowing, living layer beneath.",Who said that?
Six Issues Before Dinner,building,published,2026-04-14,2026-04-15,2026-05-05,https://medium.com/building-piper-morgan/six-issues-before-dinner-aa5158df10d5,,,distributed,https://pipermorgan.ai/blog/six-issues-before-dinner,/blog/six-issues-before-dinner,,,,narrative — Lead Dev's most productive afternoon (6 issues M2a/M2b in one Tuesday) + M2b gate close + Haiku 3 retired 4 days early + Ship #038 publish,"A calm engineer stands beside a large, smoothly turning flywheel machine, where completed tasks gently drop off as the system runs.",Like a Swiss watch...
A Hail of Memos,building,published,2026-04-16,,2026-05-07,https://medium.com/building-piper-morgan/a-hail-of-memos-981b7b6b2254,,,distributed,https://pipermorgan.ai/blog/a-hail-of-memos,/blog/a-hail-of-memos,,,,narrative — HIGH-COMPLEXITY Thursday: 28 commits + 37+ inter-agent memos + CXO 9 deliverables + PDR-004 correction chain (4 agents / narrative rewrites) + Architect 3 LLM consolidation decisions + mail-delivery bottleneck visible (renamed from Thirty-Seven Memos per PM May 5 voice-pass; numeric-headline → metaphor),Figure at center of a radial storm of incoming message-slips struggling to catch them while working.,Let me get back to you on that!
Audit and Talk,building,published,2026-04-17,,2026-05-12,https://medium.com/building-piper-morgan/audit-and-talk-085345314398,,,distributed,https://pipermorgan.ai/blog/audit-and-talk,/blog/audit-and-talk,audit-and-talk,,,narrative — IAC 'Ethics as Information Architecture' talk + CIO M1 methodology audit (10 sections) + Flywheel three-layer reformulation + Pattern-062 formalized as 5th practice (Audit the composition),"Cross-section cartoon of glowing AI beings maintaining a hidden routing machine beneath a fragile cliffside roadway full of warning barriers and drifting mismatched diagrams, showing structure quietly preventing unsafe paths before they can be reached.",Safety first!
"Same Failure, Six Agents, Ninety Minutes",building,published,2026-04-19,,2026-05-14,https://medium.com/building-piper-morgan/same-failure-six-agents-ninety-minutes-553fa5223cc8,,,distributed,https://pipermorgan.ai/blog/same-failure-six-agents-ninety-minutes,/blog/same-failure-six-agents-ninety-minutes,ai-acela,,,narrative — six leadership roles produce parallel workstream-review drafts on incomplete source set; all corrected within two hours; Arch reframe — polished output (AI- or colleague-written) masks gaps; Pattern-045 at memo-propagation layer,"A high-speed train entering a rail junction where six parallel tracks branch into different analytical landscapes before merging again, with one exaggerated claim diverted onto a repair siding",People get ready!
The Log That Fact-Checked Itself,building,published,2026-04-22,,2026-05-19,https://medium.com/building-piper-morgan/the-log-that-fact-checked-itself-073664f3775f,,,distributed,https://pipermorgan.ai/blog/the-log-that-fact-checked-itself/,/blog/the-log-that-fact-checked-itself,ai-log,,,narrative — Apr 16 omnibus drift discovery (3 of 6 source logs) + horizontal walkthrough + amendment (sessions 6→9) + Step 2.5 Cross-Reference Gate process fix; recursive Pattern-062; existing draft filename still uses old title (the-omnibus-that-found-its-own-drift.md),Glowing ethereal beings amending a giant ledger book reintegrating missing pages into the official record while the book appears to point out its own omissions,"""Not so fast!"""
The Voice of a Denial,building,published,2026-04-22,,2026-05-21,https://medium.com/building-piper-morgan/the-voice-of-a-denial-fbd15411584d,,,distributed,https://pipermorgan.ai/blog/the-voice-of-a-denial/,/blog/the-voice-of-a-denial,ai-concierge,,,narrative — #992 ETHICS-ACTIVATE Phases A-D + structured BoundaryEnforcer return + FloorContext denial mode + three worked examples (harassment / professional / inappropriate); voice craft meets safety architecture,"A stern security guard filters harsh, jagged messages in a basement office while an ethereal concierge upstairs gently redirects a visitor toward a peaceful path outside.","""Tone matters!"""
Verify the Paraphrase,insight,published,2026-04-19,,2026-04-26,https://medium.com/building-piper-morgan/verify-the-paraphrase-1e65ad50613d,2026-04-26,https://www.linkedin.com/pulse/verify-paraphrase-christian-crumlish-wlt6c/,distributed,https://pipermorgan.ai/blog/verify-the-paraphrase,/blog/verify-the-paraphrase,,,docs/public/comms/drafts/published/verify-the-paraphrase.md,insight — Arch's Apr 19 reflection on polished output (AI- or colleague-written) masking gaps; verify against canonical source not another agent's summary; Pattern-045 at memo-propagation layer,A whisper chain simplifies a message into a confident claim while one person checks a detailed source book showing different information.,"""Behold! The confidence of the mediocre..."""
The Family Resemblance,insight,published,2026-04-18,2026-04-22,2026-05-16,https://medium.com/building-piper-morgan/the-family-resemblance-5e00d103b823,2026-05-16,https://www.linkedin.com/pulse/family-resemblance-christian-crumlish-1e3dc/,distributed,https://pipermorgan.ai/blog/the-family-resemblance/,/blog/the-family-resemblance,,,,insight — DinP ecosystem cross-pollination: Klatch DECISIONS.md propagation + MCP scheme parallels (piper-morgan:// ↔ klatch://) + SSH-over-443 via Calliope + RFC-001; sibling projects align on envelope while keeping sovereign interiors,Ethereal AI beings collaboratively sew a shared quilt whose patterns grow more intricate and interconnected from left to right.,"""It's becoming a tradition!"""
Weekly Ship #002: When Prevention Infrastructure Meets Spatial Intelligence,ship,published,2025-07-18,2025-07-24,2025-07-25,,2025-07-25,https://www.linkedin.com/pulse/weekly-ship-002-when-prevention-infrastructure-meets-spatial-qhdsc/,,,,piper-ship,,,LinkedIn-only (pre-blog era). Dates approximate from weekly cadence.,,
Weekly Ship #003: From Extraordinary Features to Everyday Intelligence,ship,published,2025-07-25,2025-07-31,2025-08-01,,2025-08-01,https://www.linkedin.com/pulse/weekly-ship-003-from-extraordinary-features-everyday-crumlish-szyuc/,,,,piper-ship,,,LinkedIn-only (pre-blog era). Dates approximate from weekly cadence.,,
Weekly Ship #004: Building the Foundation of Spatial Intelligence,ship,published,2025-08-01,2025-08-07,2025-08-08,,2025-08-08,https://www.linkedin.com/pulse/weekly-ship-004-building-foundation-spatial-christian-crumlish-gqnpc/,,,,piper-ship,,,LinkedIn-only (pre-blog era). Dates approximate from weekly cadence.,,
Weekly Ship #005: From Infrastructure to Impact,ship,published,2025-08-08,2025-08-14,2025-08-15,,2025-08-15,https://www.linkedin.com/pulse/weekly-ship-005-from-infrastructure-impact-christian-crumlish-omfbc/,,,,piper-ship,,,LinkedIn-only (pre-blog era). Dates approximate from weekly cadence.,,
Weekly Ship #006: The Archaeological Method,ship,published,2025-08-15,2025-08-21,2025-08-22,,2025-08-22,https://www.linkedin.com/pulse/weekly-ship-006-archaeological-method-christian-crumlish-gfczc/,,,,piper-ship,,,LinkedIn-only (pre-blog era). Dates approximate from weekly cadence.,,
Weekly Ship #007: The Sisyphean Solution,ship,published,2025-08-22,2025-08-28,2025-08-29,,2025-08-29,https://www.linkedin.com/pulse/weekly-ship-007-sisyphean-solution-christian-crumlish-ordkc/,,,,piper-ship,,,LinkedIn-only (pre-blog era). Dates approximate from weekly cadence.,,
Weekly Ship #008: Giving Piper Personality,ship,published,2025-08-29,2025-09-04,2025-09-05,,2025-09-05,https://www.linkedin.com/pulse/weekly-ship-008-giving-piper-personality-christian-crumlish-qrddc/,,,,piper-ship,,,LinkedIn-only (pre-blog era). Dates approximate from weekly cadence.,,
Weekly Ship #009: The Architecture Was Already There,ship,published,2025-09-05,2025-09-11,2025-09-12,,2025-09-12,https://www.linkedin.com/pulse/weekly-ship-010-architecture-already-christian-crumlish-s4ptc/,,,,piper-ship,,,LinkedIn-only (pre-blog era). Dates approximate from weekly cadence.,,
Weekly Ship #010: Inchworm's First Victory,ship,published,2025-09-12,2025-09-18,2025-09-19,,2025-09-19,https://www.linkedin.com/pulse/weekly-ship-011-inchworms-first-victory-christian-crumlish-1nokc/,,,,piper-ship,,,LinkedIn-only (pre-blog era). Dates approximate from weekly cadence.,,
Weekly Ship #011: Cathedral Time Lords,ship,published,2025-09-19,2025-09-25,2025-09-26,,2025-09-26,https://www.linkedin.com/pulse/weekly-ship-012-cathedral-time-lords-christian-crumlish-dwx0c/,,,,piper-ship,,,LinkedIn-only (pre-blog era). Dates approximate from weekly cadence.,,
Weekly Ship #012: From Refactor to Rocket,ship,published,2025-09-26,2025-10-02,2025-10-03,,2025-10-03,https://www.linkedin.com/pulse/weekly-ship-012-from-refactor-rocket-christian-crumlish-p9mkc/,,,,piper-ship,,,LinkedIn-only (pre-blog era). Dates approximate from weekly cadence.,,
Weekly Ship #013: 99% Discovery,ship,published,2025-10-03,2025-10-09,2025-10-10,,2025-10-10,https://www.linkedin.com/pulse/weekly-ship-013-99-discovery-christian-crumlish-4uo9c/,,,,piper-ship,,,LinkedIn-only (pre-blog era). Dates approximate from weekly cadence.,,
Weekly Ship #014: Finding Order in Chaos,ship,published,2025-10-10,2025-10-16,2025-10-17,,2025-10-17,https://www.linkedin.com/pulse/weekly-ship-014-finding-order-chaos-christian-crumlish-rhwhc/,,,,piper-ship,,,LinkedIn-only (pre-blog era). Dates approximate from weekly cadence.,,
Weekly Ship #015: Preparing for Visitors,ship,published,2025-10-17,2025-10-23,2025-10-24,,2025-10-24,https://www.linkedin.com/pulse/weekly-ship-015-preparing-visitors-christian-crumlish-8o05c/,,,,piper-ship,,,LinkedIn-only (pre-blog era). Dates approximate from weekly cadence.,,
Weekly Ship #016: Alpha Blockers Unblocked,ship,published,2025-10-24,2025-10-30,2025-10-31,,2025-10-31,https://www.linkedin.com/pulse/piper-morgan-weekly-ship-016-christian-crumlish-vazyc/,,,,piper-ship,,,LinkedIn-only (pre-blog era). Dates approximate from weekly cadence.,,
Weekly Ship #017: Alpha Tester Onboarding,ship,published,2025-10-31,2025-11-06,2025-11-07,,2025-11-07,https://www.linkedin.com/pulse/weekly-ship-017-alpha-tester-onboarding-christian-crumlish-qwozf/,,,,piper-ship,,,LinkedIn-only (pre-blog era). Dates approximate from weekly cadence.,,
Weekly Ship #018: From Murk to Clarity,ship,published,2025-11-07,2025-11-13,2025-11-14,,2025-11-14,https://www.linkedin.com/pulse/weekly-ship-018-from-murk-clarity-christian-crumlish-wzy5c/,,,,piper-ship,,,LinkedIn-only (pre-blog era). Dates approximate from weekly cadence.,,
Weekly Ship #038: The Floor Comes Alive,ship,published,2026-04-03,2026-04-09,2026-04-15,,2026-04-15,https://www.linkedin.com/pulse/weekly-ship-038-floor-comes-alive-christian-crumlish-ej3oc/,,https://pipermorgan.ai/shipping-news/weekly-ship-038-the-floor-comes-alive,/shipping-news/weekly-ship-038-the-floor-comes-alive,piper-ship,,,covers Apr 3-9 (M1 gate UAT rounds 1-3),A person leads a small boat crewed by robots.,
Weekly Ship #039: The Voice Takes Shape,ship,published,2026-04-10,2026-04-16,2026-04-22,,2026-04-22,https://www.linkedin.com/pulse/weekly-ship-039-voice-takes-shape-christian-crumlish-wlcec/,distributed,https://pipermorgan.ai/shipping-news/weekly-ship-039-the-voice-takes-shape,/shipping-news/weekly-ship-039-the-voice-takes-shape,piper-ship,,,covers Apr 10-16 (M1 close + M2a/b/c + floor prompt + CIO audit),A person leads a small boat crewed by robots.,
Weekly Ship #040: The Methodology Audits Itself,ship,published,2026-04-17,2026-04-23,2026-04-29,,2026-04-29,https://www.linkedin.com/pulse/weekly-ship-040-methodology-audits-itself-christian-crumlish-xy5lc/,distributed,https://pipermorgan.ai/shipping-news/weekly-ship-040-the-methodology-audits-itself,/shipping-news/weekly-ship-040-the-methodology-audits-itself,piper-ship,,,covers Apr 17-23 (M1 methodology audit + Flywheel v2 reformulation + 3 role migrations HOST/CIO/Comms + #992 Phases A-D shipped + Compose UI Phase 1 + 4 Pattern-062 manifestations with same-week safeguards + methodology validates itself within 16 hours),A person leads a small boat crewed by robots.,
